baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	SGD_DB_ID	SYS_ID	ORG	GENE_SYM	NAME	DESCRIPTION
1110.68949708037	-0.302371686996538	0.101585816882568	-2.97651479582112	0.00291545013956498	0.0043547569049969	S000000011	YAL013W	S. cerevisiae	DEP1	Disability in regulation of Expression of genes involved in Phospholipid biosynthesis	Component of the Rpd3L histone deacetylase complex; required for diauxic shift-induced histone H2B deposition onto rDNA genes; transcriptional modulator involved in regulation of structural phospholipid biosynthesis genes and metabolically unrelated genes, as well as maintenance of telomeres, mating efficiency, and sporulation
964.499146415784	-0.380123138631752	0.0720592639673028	-5.27514600765606	1.3265043245899e-07	2.70713468878956e-07	S000000012	YAL014C	S. cerevisiae	SYN8	SYNtaxin	Endosomal SNARE related to mammalian syntaxin 8
822.511342727767	0.27036043680663	0.0846510520801311	3.19382252391506	0.00140402404430145	0.00215356554282803	S000000013	YAL015C	S. cerevisiae	NTG1	eNdonuclease Three-like Glycosylase	DNA N-glycosylase and apurinic/apyrimidinic (AP) lyase; involved in base excision repair; acts in both nucleus and mitochondrion; creates a double-strand break at mtDNA origins that stimulates replication in response to oxidative stress; required for maintaining mitochondrial genome integrity; NTG1 has a paralog, NTG2, that arose from the whole genome duplication
3976.68903703033	0.16386338424173	0.035259424052923	4.64736417690139	3.36203317699751e-06	6.27257954572103e-06	S000000014	YAL016W	S. cerevisiae	TPD3	tRNA Processing Deficient	Regulatory subunit A of the heterotrimeric PP2A complex; the heterotrimeric protein phosphatase 2A (PP2A) complex also contains regulatory subunit Cdc55p and either catalytic subunit Pph21p or Pph22p; required for cell morphogenesis and transcription by RNA polymerase III
1874.14399678226	1.04240343356891	0.0929418022809617	11.2156576264547	3.41637474766611e-29	1.66018449994956e-28	S000000015	YAL017W	S. cerevisiae	PSK1	Pas domain-containing Serine/threonine protein Kinase	PAS domain-containing serine/threonine protein kinase; coordinately regulates protein synthesis and carbohydrate metabolism and storage in response to a unknown metabolite that reflects nutritional status; PSK1 has a paralog, PSK2, that arose from the whole genome duplication
3.06034597251116	-3.91050957260726	1.25213846987014	-3.12306479411403	0.00178978341543776	0.00271262745155626	S000000016	YAL018C	S. cerevisiae	LDS1	Lipid Droplets in Sporulation	Protein Involved in spore wall assembly; localizes to lipid droplets found on or outside of the prospore membrane; shares similarity with Lds2p and Rrt8p, and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants
2109.65352065732	-0.855623390750283	0.0736554541424838	-11.6165652728868	3.39513019222836e-31	1.73410341790014e-30	S000000017	YAL019W	S. cerevisiae	FUN30	Function Unknown Now	Snf2p family member with ATP-dependent chromatin remodeling activity; has a role in silencing at the mating type locus, telomeres and centromeres; enriched at centromeres and is required for correct chromatin structure around centromeres, as well as at the boundary element of the silent HMR; recruited to DNA double-strand breaks (DSBs) where it promotes 5' strand resection of DSBs; potential Cdc28p substrate
631.741620418858	-0.519504862874996	0.126325048964831	-4.11244537114431	3.91490126927755e-05	6.76986384384112e-05	S000000018	YAL020C	S. cerevisiae	ATS1	Alpha Tubulin Suppressor	Protein required for modification of wobble nucleosides in tRNA; acts with Elongator complex, Kti11p, and Kti12p; has a potential role in regulatory interactions between microtubules and the cell cycle; forms a stable heterodimer with Kti11p
2332.49561297504	-0.109161166262085	0.0904003410199508	-1.20753046980203	0.227227918015572	0.267699931679154	S000000019	YAL021C	S. cerevisiae	CCR4	Carbon Catabolite Repression	Component of the CCR4-NOT transcriptional complex; CCR4-NOT is involved in regulation of gene expression; component of the major cytoplasmic deadenylase, which is involved in mRNA poly(A) tail shortening
1525.29558140925	-0.345900474750033	0.0672583061131304	-5.14286628283826	2.70578212968676e-07	5.42993685408127e-07	S000000020	YAL022C	S. cerevisiae	FUN26	Function Unknown Now	High affinity, broad selectivity, nucleoside/nucleobase transporter; vacuolar membrane localized transporter which may regulate the balance of nicotinamide riboside (NmR) levels between the cytosol and vacuole, contributing to salvage of NmR for use in cytosolic NAD+ synthesis; equilibrative nucleoside transporter (ENT) family member
9231.83272010982	-1.21044552057182	0.0552258072657932	-21.9181136591835	1.74541273814167e-106	4.1118382693468e-105	S000000021	YAL023C	S. cerevisiae	PMT2	Protein O-MannosylTransferase	Protein O-mannosyltransferase of the ER membrane; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; involved in ER quality control; functions as a heterodimer with Pmt2p but can also pair with Pmt5p; antifungal drug target; PMT2 has a paralog, PMT3, that arose from the whole genome duplication
699.663587974555	-0.00766584885858993	0.0724252944497025	-0.105844911185189	0.915705402930154	0.929428118927858	S000000022	YAL024C	S. cerevisiae	LTE1	Low Temperature Essential	Protein similar to GDP/GTP exchange factors; without detectable GEF activity; required for asymmetric localization of Bfa1p at daughter-directed spindle pole bodies and for mitotic exit at low temperatures
3685.47063849	-0.970908634730714	0.0870955934863735	-11.1476206299991	7.35467514194702e-29	3.54485528339062e-28	S000000023	YAL025C	S. cerevisiae	MAK16	MAintenance of Killer	Essential nuclear protein; constituent of 66S pre-ribosomal particles; required for maturation of 25S and 5.8S rRNAs; required for maintenance of M1 satellite double-stranded RNA of the L-A virus
2362.55367837525	-0.65292766023549	0.0590371293390966	-11.0596105797288	1.96950746486836e-28	9.36091925188162e-28	S000000024	YAL026C	S. cerevisiae	DRS2	Deficiency of Ribosomal Subunits	Trans-golgi network aminophospholipid translocase (flippase); maintains membrane lipid asymmetry in post-Golgi secretory vesicles; contributes to clathrin-coated vesicle formation, endocytosis, protein trafficking between the Golgi and endosomal system and the cellular response to mating pheromone; autoinhibited by its C-terminal tail; localizes to the trans-Golgi network; mutations in human homolog ATP8B1 result in liver disease
422.801261173086	-0.483240840740122	0.0790151627128824	-6.11579884352165	9.60744541995722e-10	2.21046037227749e-09	S000000025	YAL027W	S. cerevisiae	SAW1	Single-strand Annealing Weakened	5'- and 3'-flap DNA binding protein; recruits Rad1p-Rad10p to single-strand annealing intermediates with 3' non-homologous tails for removal during double-strand break repair; complexes with Rad1p-Rad10p and stimulates its endonuclease activity; green fluorescent protein (GFP)-fusion protein localizes to the nucleus
335.656656982378	1.61394443887962	0.127854422256892	12.6232977349567	1.57101979756256e-36	9.36275960013912e-36	S000000026	YAL028W	S. cerevisiae	FRT2	Functionally Related to TCP1	Tail-anchored ER membrane protein of unknown function; interacts with homolog Frt1p; promotes growth in conditions of high Na+, alkaline pH, or cell wall stress, possibly via a role in posttranslational translocation; potential Cdc28p substrate; FRT2 has a paralog, FRT1, that arose from the whole genome duplication
2475.0030375118	-0.0476715319631222	0.0583058577124069	-0.817611365881307	0.413579135450363	0.460303241817573	S000000027	YAL029C	S. cerevisiae	MYO4	MYOsin	Type V myosin motor involved in actin-based transport of cargos; required for mRNA transport, including ASH1 mRNA, and facilitating the growth and movement of ER tubules into the growing bud along with She3p; MYO4 has a paralog, MYO2, that arose from the whole genome duplication
1146.25197884686	0.740734240244621	0.0927007234808086	7.99059826537353	1.34285480680716e-15	4.00515685956888e-15	S000000028	YAL030W	S. cerevisiae	SNC1	Suppressor of the Null allele of CAP	Vesicle membrane receptor protein (v-SNARE); involved in the fusion between Golgi-derived secretory vesicles with the plasma membrane; proposed to be involved in endocytosis; member of the synaptobrevin/VAMP family of R-type v-SNARE proteins; SNC1 has a paralog, SNC2, that arose from the whole genome duplication
1332.63000537049	1.09404708875658	0.064920995827629	16.8519763877525	1.01466315193305e-63	1.19517025613563e-62	S000000029	YAL031C	S. cerevisiae	GIP4	Glc7 Interacting Protein	Cytoplasmic protein that regulates protein phosphatase 1 Glc7p; protein overexpression relocalizes Glc7p from the nucleus and prevents chromosome segregation; potential Cdc28p substrate
832.876124892722	0.382953614266796	0.0777795195805897	4.92357906466632	8.49755207546176e-07	1.65175137801651e-06	S000000030	YAL032C	S. cerevisiae	PRP45	Pre-mRNA Processing	Protein required for pre-mRNA splicing; associates with the spliceosome and interacts with splicing factors Prp22p and Prp46p; orthologous to human transcriptional coactivator SKIP and can activate transcription of a reporter gene
507.247515010411	-1.16514258113257	0.131505764991864	-8.8600114314734	8.00062350470298e-19	2.69673685990559e-18	S000000031	YAL033W	S. cerevisiae	POP5	Processing Of Precursor RNAs	Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA, while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs
312.622808793057	-0.517900084160848	0.102827951925774	-5.03656908906141	4.7395009127021e-07	9.35526257874592e-07	S000000032	YAL034W-A	S. cerevisiae	MTW1	Mis TWelve-like	Essential component of the MIND kinetochore complex; joins kinetochore subunits contacting DNA to those contacting microtubules; critical to kinetochore assembly; complex consists of Mtw1p Including Nnf1p-Nsl1p-Dsn1p (MIND)
9009.90628865651	-0.571718269249191	0.0836397265403618	-6.835487069333	8.17268707655014e-12	2.07411441731963e-11	S000000033	YAL035W	S. cerevisiae	FUN12	Function Unknown Now	Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog of bacterial IF2
2883.05716484047	-0.461326054993314	0.0660682242142591	-6.98257082704743	2.89826767339058e-12	7.50180589665029e-12	S000000034	YAL036C	S. cerevisiae	RBG1	RiBosome interacting Gtpase	Member of the DRG family of GTP-binding proteins; associates with translating ribosomes; interacts with Tma46p, Ygr250cp, Gir2p and Yap1p via two-hybrid
126.308179249846	-0.0979426283474726	0.148942377620072	-0.65758738320472	0.510803303951848	0.554904195634466	S000000035	YAL037W	S. cerevisiae	""	""	Putative protein of unknown function; YAL037W has a paralog, YOR342C, that arose from the whole genome duplication
116990.669649933	-0.744521312829126	0.11975774185885	-6.21689505223506	5.07088667792623e-10	1.18090634598411e-09	S000000036	YAL038W	S. cerevisiae	CDC19	Cell Division Cycle	Pyruvate kinase; functions as a homotetramer in glycolysis to convert phosphoenolpyruvate to pyruvate, the input for aerobic (TCA cycle) or anaerobic (glucose fermentation) respiration; regulated via allosteric activation by fructose bisphosphate; CDC19 has a paralog, PYK2, that arose from the whole genome duplication
1787.60425491256	0.911212665218758	0.086671227753678	10.5134389904854	7.49110215920457e-26	3.2601838178814e-25	S000000037	YAL039C	S. cerevisiae	CYC3	CYtochrome C	Cytochrome c heme lyase (holocytochrome c synthase); attaches heme to apo-cytochrome c (Cyc1p or Cyc7p) in mitochondrial intermembrane space; human homolog HCCS implicated in microphthalmia with linear skin defects (MLS), and can complement yeast null mutant
2006.40230195613	0.402859177178471	0.0805900359107346	4.99887079867661	5.76670250740536e-07	1.13209842098882e-06	S000000038	YAL040C	S. cerevisiae	CLN3	CycLiN	G1 cyclin involved in cell cycle progression; activates Cdc28p kinase to promote G1 to S phase transition; plays a role in regulating transcription of other G1 cyclins, CLN1 and CLN2; regulated by phosphorylation and proteolysis; acetyl-CoA induces CLN3 transcription in response to nutrient repletion to promote cell-cycle entry; cell cycle arrest phenotype of the cln1 cln2 cln3 triple null mutant is complemented by any of human cyclins CCNA2, CCNB1, CCNC, CCND1, or CCNE1
2086.44554492664	0.291008066246686	0.0470034423971139	6.19120752450579	5.9705039809392e-10	1.38594133823872e-09	S000000039	YAL041W	S. cerevisiae	CDC24	Cell Division Cycle	Guanine nucleotide exchange factor (GEF) for Cdc42p; required for polarity establishment and maintenance, and mutants have morphological defects in bud formation and shmooing; relocalizes from nucleus to cytoplasm upon DNA replication stress; thermosensitivity of the cdc24-4 mutant in the presence of sorbitol is functionally complemented by human CDC42
5596.71364037591	-0.89145760417571	0.0716876428018857	-12.4353036218435	1.68100850822901e-35	9.82023119542232e-35	S000000040	YAL042W	S. cerevisiae	ERV46	ER Vesicle	Protein localized to COPII-coated vesicles; forms a complex with Erv41p; involved in the membrane fusion stage of transport
1628.38005353753	-0.0462347636326496	0.110782685589069	-0.417346477807462	0.676424997226662	0.712176754645133	S000000041	YAL043C	S. cerevisiae	PTA1	Pre-Trna Accumulation	Subunit of holo-CPF; holo-CPF is a multiprotein complex and functional homolog of mammalian CPSF, required for the cleavage and polyadenylation of mRNA and snoRNA 3' ends; involved in pre-tRNA processing; binds to the phosphorylated CTD of RNAPII
4765.61044016981	0.0305081054281609	0.0874358080916682	0.348920037385324	0.727149341780361	0.758166295743411	S000000042	YAL044C	S. cerevisiae	GCV3	GlyCine cleaVage	H subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; also required for all protein lipoylation; expression is regulated by levels of 5,10-methylene-THF
3.5294488267088	0.169180882196902	0.893043657725428	0.18944301404906	0.849745614446283	0.868991189859977	S000000043	YAL045C	S. cerevisiae	""	""	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; almost completely overlaps YAL044W-A
545.063220649677	0.137548473019365	0.0919343685529865	1.49615943617527	0.134612112340576	0.16521213512863	S000000044	YAL046C	S. cerevisiae	BOL3	BolA-like protein	Protein involved in Fe-S cluster transfer to mitochondrial clients; protects [4Fe-4S] clusters from damage due to oxidative stress by acting along with Nfu1p at a late step in the transfer of [4Fe-4S] clusters from the ISA complex to mitochondrial client proteins like lipoate synthase and succinate dehydrogenase; sequence similarity to human BOLA family member, BOLA3, mutations of which are associated with Multiple Mitochondria Dysfunctions Syndrome (MMDS2)
537.717078096586	0.0970933883925005	0.087426816363898	1.1105675859037	0.266754521497355	0.310330631378744	S000000045	YAL047C	S. cerevisiae	SPC72	Spindle Pole Component	Gamma-tubulin small complex (gamma-TuSC) receptor; recruits the gamma-TuSC complex to the cytoplasmic side of the SPB, connecting nuclear microtubules to the SPB; involved in astral microtubule formation, stabilization, and with Stu2p, anchoring astral MTs at the cytoplasmic face of the SPB, and regulating plus-end MT dynamics; regulated by Cdc5 kinase
695.919152121906	0.499189087386175	0.0723153951272697	6.9029435088841	5.09358896388971e-12	1.30029507040483e-11	S000000046	YAL048C	S. cerevisiae	GEM1	GTPase EF-hand protein of Mitochondria	Outer mitochondrial membrane GTPase, subunit of the ERMES complex; potential regulatory subunit of the ERMES complex that links the ER to mitochondria and may promote inter-organellar calcium and phospholipid exchange as well as coordinating mitochondrial DNA replication and growth; cells lacking Gem1p contain collapsed, globular, or grape-like mitochondria; ortholog of metazoan Miro GTPases
861.889467512541	-0.186292676851758	0.0804758461288855	-2.31488932161586	0.0206189899064993	0.0282360304069205	S000000047	YAL049C	S. cerevisiae	AIM2	Altered Inheritance rate of Mitochondria	Cytoplasmic protein involved in mitochondrial function or organization; null mutant displays reduced frequency of mitochondrial genome loss; potential Hsp82p interactor
1396.70101181888	0.512769003699821	0.0665261125046902	7.7077854754202	1.28019704912991e-14	3.64601016795563e-14	S000000048	YAL051W	S. cerevisiae	OAF1	Oleate-Activated transcription Factor	Oleate-activated transcription factor; subunit of a heterodimeric complex with Pip2p, which binds to oleate-response elements (ORE) in the promoter of genes involved in beta-oxidation of fatty acids, peroxisome organization and biogenesis, activating transcription in the presence of oleate; regulates chromatin silencing at telomeres; involved in diauxic shift; OAF1 has a paralog, PIP2, that arose from the whole genome duplication
7193.00913285461	0.681051961856104	0.0698160868529809	9.75494320227754	1.75699000138358e-22	6.83659424835189e-22	S000000049	YAL053W	S. cerevisiae	FLC2	FLavin Carrier	Putative calcium channel involved in calcium release under hypotonic stress; required for uptake of FAD into endoplasmic reticulum; involved in cell wall maintenance; FLC2 has a paralog, YOR365C, that arose from the whole genome duplication
1754.8244890464	3.24678882442602	0.109233001972525	29.7235154742216	3.81508682283974e-194	2.63890367256426e-192	S000000050	YAL054C	S. cerevisiae	ACS1	Acetyl CoA Synthetase	Acetyl-coA synthetase isoform; along with Acs2p, acetyl-coA synthetase isoform is the nuclear source of acetyl-coA for histone acetylation; expressed during growth on nonfermentable carbon sources and under aerobic conditions
337.243672747527	0.573573938055055	0.116119847956932	4.93949956141682	7.83233198470655e-07	1.52563878264116e-06	S000000051	YAL055W	S. cerevisiae	PEX22	PEroXisome related	Putative peroxisomal membrane protein; required for import of peroxisomal proteins; functionally complements a Pichia pastoris pex22 mutation
2441.19219266601	0.0274527506768444	0.0374995216082067	0.732082690645218	0.464118098088609	0.509745924623672	S000000052	YAL056W	S. cerevisiae	GPB2	""	Multistep regulator of cAMP-PKA signaling; inhibits PKA downstream of Gpa2p and Cyr1p, thereby increasing cAMP dependency; inhibits Ras activity through direct interactions with Ira1p/2p; regulated by G-alpha protein Gpa2p; GPB2 has a paralog, GPB1, that arose from the whole genome duplication
1042.21893514881	-0.219240886305923	0.0647015463622494	-3.38849530857335	0.000702772310837139	0.00110506059614585	S000000054	YAL058W	S. cerevisiae	CNE1	CalNExin and calreticulin homolog	Calnexin; integral membrane ER chaperone involved in folding and quality control of glycoproteins; chaperone activity is inhibited by Mpd1p, with which Cne1p interacts; 24% identical to mammalian calnexin; Ca+ binding not yet shown in yeast
1848.84660007422	-1.57259246514347	0.0835136022615079	-18.8303752030619	4.25733756622242e-79	6.33437273583025e-78	S000000055	YAL059W	S. cerevisiae	ECM1	ExtraCellular Mutant	Pre-ribosomal factor involved in 60S ribosomal protein subunit export; associates with the pre-60S particle; shuttles between the nucleus and cytoplasm
3956.92146435388	0.692187664546687	0.0750947470401162	9.21752441854442	3.04038358329919e-20	1.08210035248485e-19	S000000056	YAL060W	S. cerevisiae	BDH1	Butanediol DeHydrogenase	NAD-dependent (R,R)-butanediol dehydrogenase; catalyzes oxidation of (R,R)-2,3-butanediol to (3R)-acetoin, oxidation of meso-butanediol to (3S)-acetoin, and reduction of acetoin; enhances use of 2,3-butanediol as an aerobic carbon source
1128.06985953429	2.1491198389539	0.144720251808553	14.8501665253936	6.93960607274891e-50	6.00816493808435e-49	S000000057	YAL061W	S. cerevisiae	BDH2	""	Putative medium-chain alcohol dehydrogenase with similarity to BDH1; transcription induced by constitutively active PDR1 and PDR3
3943.39899038093	5.44641299611807	0.120182590606681	45.3178198990769	0	0	S000000058	YAL062W	S. cerevisiae	GDH3	Glutamate DeHydrogenase	NADP(+)-dependent glutamate dehydrogenase; synthesizes glutamate from ammonia and alpha-ketoglutarate; rate of alpha-ketoglutarate utilization differs from Gdh1p; expression regulated by nitrogen and carbon sources; GDH3 has a paralog, GDH1, that arose from the whole genome duplication
227.220364917444	1.52754894914494	0.147521447380219	10.3547584183326	3.98190519767261e-25	1.68556950490021e-24	S000000059	YAL063C	S. cerevisiae	FLO9	FLOcculation	Lectin-like protein with similarity to Flo1p; thought to be expressed and involved in flocculation
7.54576102126548	2.36915290131804	0.722522264198165	3.27900331756179	0.00104174411222372	0.00161464129146094	S000000060	YAL064W	S. cerevisiae	""	""	Protein of unknown function; may interact with ribosomes, based on co-purification experiments
3.2954205157085	4.91137993901926	1.52622837884596	3.21798494058468	0.00129094595606907	0.00198715213218775	S000000061	YAL066W	S. cerevisiae	""	""	Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data
197.530001429363	1.38273947774474	0.127592945516317	10.8371154231871	2.29596506041103e-27	1.0483402263197e-26	S000000062	YAL067C	S. cerevisiae	SEO1	Suppressor of sulfoxyde EthiOnine resistance	Putative permease; member of the allantoate transporter subfamily of the major facilitator superfamily; mutation confers resistance to ethionine sulfoxide
1882.48631783345	-0.788887920719543	0.0561963608126967	-14.0380606379285	9.11736414527847e-45	6.82962000836413e-44	S000000063	YAR002W	S. cerevisiae	NUP60	NUclear Pore	FG-nucleoporin component of central core of the nuclear pore complex; contributes directly to nucleocytoplasmic transport and maintenance of the nuclear pore complex (NPC) permeability barrier and is involved in gene tethering at the nuclear periphery; relocalizes to the cytosol in response to hypoxia; both NUP1 and NUP60 are homologous to human NUP153
1170.79510600712	-0.703037216538116	0.0607071236632428	-11.5808026161482	5.1561025688336e-31	2.62734944377398e-30	S000000064	YAR003W	S. cerevisiae	SWD1	Set1c, WD40 repeat protein	Subunit of the COMPASS (Set1C) complex; COMPASS methylates histone H3 on lysine 4 and is required in transcriptional silencing near telomeres; WD40 beta propeller superfamily member with similarity to mammalian Rbbp7
2025.94952361329	0.625592597029868	0.0537057111123918	11.6485301855638	2.33450537782503e-31	1.19613506435133e-30	S000000065	YAR007C	S. cerevisiae	RFA1	Replication Factor A	Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination; RPA protects against inappropriate telomere recombination, and upon telomere uncapping, prevents cell proliferation by a checkpoint-independent pathway; role in DNA catenation/decatenation pathway of chromosome disentangling; relocalizes to the cytosol in response to hypoxia
639.072708277737	-0.449416771901454	0.0772625174032156	-5.8167503079928	6.00026665980207e-09	1.33471549168775e-08	S000000066	YAR008W	S. cerevisiae	SEN34	Splicing ENdonuclease	Subunit of the tRNA splicing endonuclease; tRNA splicing endonuclease (Sen complex) is composed of Sen2p, Sen15p, Sen34p, and Sen54p; Sen complex also cleaves the CBP1 mRNA at the mitochondrial surface; Sen34p contains the active site for tRNA 3' splice site cleavage and has similarity to Sen2p and to Archaeal tRNA splicing endonuclease
416.539551237339	0.510264308370181	0.126375417902507	4.0376864174948	5.39809447546591e-05	9.25346962285245e-05	S000000067	YAR009C	S. cerevisiae	""	""	Retrotransposon TYA Gag and TYB Pol genes; Gag processing produces capsid proteins, Pol is cleaved to produce protease, reverse transcriptase and integrase activities; in YARCTy1-1 TYB is mutant and probably non-functional; protein product forms cytoplasmic foci upon DNA replication stress
0.785914902141774	-0.125676058815569	1.78752472930518	-0.0703073119801927	0.943949062792768	0.953184781220466	S000000068	YAR010C	S. cerevisiae	""	""	Retrotransposon TYA Gag gene co-transcribed with TYB Pol; Gag processing produces capsid proteins; in YARCTy1-1 TYB is mutant and probably non-functional
2309.21215517136	-0.586106938483643	0.0560291462401252	-10.460750837997	1.30814896728204e-25	5.6179554724358e-25	S000000069	YAR014C	S. cerevisiae	BUD14	BUD site selection	Protein involved in bud-site selection; Bud14p-Glc7p complex is a cortical regulator of dynein; forms a complex with Kel1p and Kel2p that regulates Bnr1p (formin) to affect actin cable assembly, cytokinesis, and polarized growth; diploid mutants display a random budding pattern instead of the wild-type bipolar pattern; relative distribution to the nucleus increases upon DNA replication stress
7012.79018405446	-0.632815144155515	0.0802952830966287	-7.8810998573101	3.24511831334222e-15	9.55605039553945e-15	S000000070	YAR015W	S. cerevisiae	ADE1	ADEnine requiring	N-succinyl-5-aminoimidazole-4-carboxamide ribotide synthetase; required for 'de novo' purine nucleotide biosynthesis; red pigment accumulates in mutant cells deprived of adenine; protein abundance increases in response to DNA replication stress
548.575091196705	-0.540701568585849	0.114671716296394	-4.7152130102273	2.41458009713693e-06	4.55192803467217e-06	S000000071	YAR018C	S. cerevisiae	KIN3	protein KINase	Nonessential serine/threonine protein kinase; possible role in DNA damage response; influences tolerance to high levels of ethanol
633.853156610366	0.769527105826584	0.0888932108823808	8.65675902791705	4.85367297995417e-18	1.58745380863491e-17	S000000072	YAR019C	S. cerevisiae	CDC15	Cell Division Cycle	Hippo-like kinase of the Mitotic Exit Network; promotes exit by activating the Dbf2p kinase; component of a non-canonical Hippo pathway with Sps1p required for prospore membrane closure, spindle disassembly and sustained release of Cdc14p during meiotic anaphase II; complexes with Sps1p and contributes to its phosphorylation; phosphorylates the RNAPII CTD during mitosis; localizes to the bud neck and SPB during anaphase and telophase; relocalizes to the cytoplasm upon DNA replication stress
